"datetime","main.aqi","components.co","components.no","components.no2","components.o3","components.so2","components.pm2_5","components.pm10","components.nh3","coord.lon","coord.lat","extraction_date_time","city_name"
"2025-01-05 00:02:17+08:00",1.0,273.71,0.0,4.8,25.39,1.24,6.05,6.5,4.94,125.7022,6.0872,"2025-01-05 00:02:17.519829+08:00","Lamitan"
"2025-01-05 00:02:18+08:00",2.0,270.37,0.0,0.66,85.12,0.12,2.25,2.63,0.3,120.5936,18.1989,"2025-01-05 00:02:18.768912+08:00","Laoag"
"2025-01-05 00:02:20+08:00",2.0,363.83,0.03,4.67,13.41,1.91,12.15,14.1,3.64,123.9494,10.3103,"2025-01-05 00:02:20.907640+08:00","Lapu-Lapu City"
"2025-01-05 00:02:23+08:00",2.0,574.11,0.0,15.77,45.78,9.3,15.53,23.91,4.81,120.9828,14.4506,"2025-01-05 00:02:23.203017+08:00","Las Piñas"
"2025-01-05 00:02:25+08:00",1.0,240.33,0.0,2.59,25.39,9.78,5.84,6.72,0.98,123.7333,13.1333,"2025-01-05 00:02:25.169360+08:00","Legazpi City"
"2025-01-05 00:02:27+08:00",2.0,297.07,0.0,3.04,18.95,11.92,13.79,14.87,1.52,123.5325,13.2403,"2025-01-05 00:02:27.706690+08:00","Ligao"
"2025-01-05 00:02:29+08:00",2.0,290.39,0.0,2.83,77.96,2.83,9.14,12.1,1.49,121.1667,13.95,"2025-01-05 00:02:29.912324+08:00","Lipa City"
"2025-01-05 00:02:32+08:00",2.0,283.72,0.0,2.34,29.68,1.0,13.34,13.74,0.8,122.5967,10.8794,"2025-01-05 00:02:32.143533+08:00","Lucena"
"2025-01-05 00:02:34+08:00",2.0,283.72,0.0,2.34,29.68,1.0,13.34,13.74,0.8,122.4347,10.8925,"2025-01-05 00:02:34.513099+08:00","Maasin"
"2025-01-05 00:02:36+08:00",2.0,487.33,0.0,6.77,33.62,0.75,11.89,13.53,3.52,120.5736,15.2216,"2025-01-05 00:02:36.100088+08:00","Mabalacat City"
"2025-01-05 00:02:38+08:00",5.0,2696.99,33.98,58.26,0.0,57.7,91.81,115.28,35.47,121.0327,14.5503,"2025-01-05 00:02:38.120994+08:00","Makati City"
"2025-01-05 00:02:39+08:00",1.0,320.44,0.0,3.26,43.63,1.89,5.12,7.09,1.28,119.9379,15.6361,"2025-01-05 00:02:39.611070+08:00","Malabon"
"2025-01-05 00:02:41+08:00",1.0,373.84,0.29,9.94,0.95,1.0,7.36,9.34,8.87,125.0833,8.15,"2025-01-05 00:02:41.902986+08:00","Malaybalay"
"2025-01-05 00:02:44+08:00",2.0,587.46,0.0,10.28,25.39,1.74,14.68,19.54,3.77,120.8117,14.8419,"2025-01-05 00:02:44.264667+08:00","Malolos"
"2025-01-05 00:02:46+08:00",5.0,2696.99,33.98,58.26,0.0,57.7,91.81,115.28,35.47,121.0409,14.5832,"2025-01-05 00:02:46.641801+08:00","Mandaluyong City"
"2025-01-05 00:02:47+08:00",2.0,363.83,0.03,4.67,13.41,1.91,12.15,14.1,3.64,123.9333,10.3333,"2025-01-05 00:02:48.007334+08:00","Mandaue City"
"2025-01-05 00:02:50+08:00",2.0,547.41,0.0,10.37,31.83,3.04,12.35,18.36,4.5,120.9822,14.6042,"2025-01-05 00:02:50.215029+08:00","Manila"
"2025-01-05 00:02:52+08:00",2.0,480.65,0.0,7.28,23.6,1.62,19.63,20.98,10.77,124.2928,7.9986,"2025-01-05 00:02:52.591767+08:00","Marawi"
"2025-01-05 00:02:54+08:00",1.0,188.59,0.0,1.39,43.27,0.6,0.96,1.18,0.07,125.4708,9.7339,"2025-01-05 00:02:54.615324+08:00","Mati"
"2025-01-05 00:02:56+08:00",2.0,547.41,0.0,10.37,31.83,3.04,12.35,18.36,4.5,120.9608,14.7369,"2025-01-05 00:02:56.837303+08:00","Meycauayan"
"2025-01-05 00:02:58+08:00",2.0,627.52,0.01,12.34,20.74,1.42,17.05,21.44,5.26,120.9031,15.7161,"2025-01-05 00:02:58.165670+08:00","Muñoz"
"2025-01-05 00:02:59+08:00",1.0,198.6,0.0,0.89,25.03,5.42,2.59,3.26,0.48,123.1814,13.6192,"2025-01-05 00:02:59.801668+08:00","Naga"
"2025-01-05 00:03:01+08:00",2.0,547.41,0.0,10.37,31.83,3.04,12.35,18.36,4.5,120.95,14.6667,"2025-01-05 00:03:01.987485+08:00","Navotas"
"2025-01-05 00:03:03+08:00",1.0,377.18,0.0,3.77,36.48,0.91,7.25,8.78,1.2,120.2828,14.8292,"2025-01-05 00:03:04.018539+08:00","Olongapo"
"2025-01-05 00:03:05+08:00",1.0,323.77,0.08,3.73,7.96,0.56,7.09,8.74,1.93,124.6075,11.0064,"2025-01-05 00:03:05.984351+08:00","Ormoc"
"2025-01-05 00:03:08+08:00",1.0,200.27,0.0,0.51,43.63,0.13,0.92,0.98,0.16,123.8044,8.4858,"2025-01-05 00:03:08.270051+08:00","Oroquieta"
"2025-01-05 00:03:09+08:00",1.0,220.3,0.0,1.86,26.46,0.28,2.36,2.78,0.82,123.8333,8.15,"2025-01-05 00:03:09.612489+08:00","Ozamiz City"
"2025-01-05 00:03:11+08:00",2.0,427.25,0.01,6.08,9.39,1.3,15.71,17.93,11.27,123.437,7.8257,"2025-01-05 00:03:11.658657+08:00","Pagadian"
"2025-01-05 00:03:14+08:00",2.0,640.87,0.08,13.54,13.23,1.85,16.15,18.5,7.47,121.0833,15.55,"2025-01-05 00:03:14.247922+08:00","Palayan City"
"2025-01-05 00:03:15+08:00",1.0,263.69,0.3,3.47,2.86,0.59,3.79,5.05,1.27,125.6842,7.3081,"2025-01-05 00:03:15.918597+08:00","Panabo"
"2025-01-05 00:03:18+08:00",5.0,2696.99,33.98,58.26,0.0,57.7,91.81,115.28,35.47,121.0175,14.4816,"2025-01-05 00:03:18.123553+08:00","Paranaque City"
"2025-01-05 00:03:19+08:00",5.0,2696.99,33.98,58.26,0.0,57.7,91.81,115.28,35.47,121.065,14.587,"2025-01-05 00:03:20.042744+08:00","Pasig"
"2025-01-05 00:03:22+08:00",1.0,230.31,0.0,1.89,17.35,0.6,6.08,6.46,0.5,118.7333,9.7333,"2025-01-05 00:03:22.679267+08:00","Puerto Princesa City"
"2025-01-05 00:03:23+08:00",3.0,921.25,0.03,27.76,20.39,9.3,27.29,38.4,5.19,121.0333,14.6333,"2025-01-05 00:03:23.986918+08:00","Quezon City"
"2025-01-05 00:03:25+08:00",2.0,273.71,0.0,1.03,72.24,0.12,3.9,4.14,0.52,121.6201,17.1189,"2025-01-05 00:03:26.055254+08:00","Roxas"
"2025-01-05 00:03:27+08:00",1.0,203.61,0.0,0.6,48.64,0.68,3.62,3.92,0.0,123.4242,10.9447,"2025-01-05 00:03:27.814698+08:00","Sagay"
"2025-01-05 00:03:29+08:00",1.0,440.6,0.0,6.43,41.13,1.97,8.77,10.99,1.39,120.5431,14.7678,"2025-01-05 00:03:29.326361+08:00","Samal"
"2025-01-05 00:03:31+08:00",2.0,634.19,0.01,13.71,19.13,1.65,16.2,19.37,4.24,120.8931,15.5448,"2025-01-05 00:03:31.312287+08:00","San Carlos"
"2025-01-05 00:03:33+08:00",1.0,283.72,0.0,1.04,54.36,0.44,4.8,5.04,0.57,120.3166,16.6159,"2025-01-05 00:03:33.324704+08:00","San Fernando"
"2025-01-05 00:03:34+08:00",1.0,283.72,0.0,1.44,52.93,0.17,4.13,4.58,0.98,121.8712,17.8927,"2025-01-05 00:03:34.985819+08:00","San Jose"
"2025-01-05 00:03:36+08:00",1.0,330.45,0.0,2.96,46.49,0.86,5.99,7.73,2.09,121.0453,14.8139,"2025-01-05 00:03:36.422336+08:00","San Jose del Monte"
"2025-01-05 00:03:38+08:00",2.0,300.41,0.0,1.32,80.11,0.17,2.56,2.78,1.11,120.4583,17.7422,"2025-01-05 00:03:38.371446+08:00","San Juan"
"2025-01-05 00:03:39+08:00",2.0,781.06,0.0,20.74,25.39,3.34,17.04,22.35,3.64,120.6197,14.9696,"2025-01-05 00:03:40.007877+08:00","San Pablo"
"2025-01-05 00:03:42+08:00",2.0,313.76,0.0,2.25,60.08,0.25,5.19,5.61,1.33,121.8833,17.2,"2025-01-05 00:03:42.428238+08:00","San Pedro"
"2025-01-05 00:03:44+08:00",2.0,634.19,0.01,13.71,19.13,1.65,16.2,19.37,4.24,120.9378,15.4238,"2025-01-05 00:03:44.231381+08:00","Santa Rosa"
"2025-01-05 00:03:46+08:00",2.0,267.03,0.0,0.71,72.96,0.14,2.68,2.78,0.55,120.4449,17.2939,"2025-01-05 00:03:46.870846+08:00","Santiago"
"2025-01-05 00:03:48+08:00",2.0,280.38,0.0,1.13,70.1,0.13,3.96,4.23,0.55,121.7645,17.3997,"2025-01-05 00:03:48.169581+08:00","Santo Tomas"
"2025-01-05 00:03:49+08:00",1.0,216.96,0.0,1.21,40.77,1.7,7.64,8.22,0.03,122.9667,10.8,"2025-01-05 00:03:49.541440+08:00","Silay City"
"2025-01-05 00:03:50+08:00",2.0,377.18,0.0,3.73,65.09,1.15,21.62,22.54,2.22,122.4042,9.7519,"2025-01-05 00:03:50.781115+08:00","Sipalay"
"2025-01-05 00:03:52+08:00",1.0,188.59,0.0,1.39,43.27,0.6,0.96,1.18,0.07,125.5,9.75,"2025-01-05 00:03:52.708318+08:00","Surigao City"
"2025-01-05 00:03:54+08:00",1.0,223.64,0.0,2.25,22.71,10.73,6.18,7.62,2.22,123.7336,13.3586,"2025-01-05 00:03:54.383526+08:00","Tabaco"
"2025-01-05 00:03:56+08:00",1.0,273.71,0.0,0.96,57.94,0.1,3.62,3.78,0.45,121.4443,17.4189,"2025-01-05 00:03:56.936742+08:00","Tabuk"
"2025-01-05 00:03:59+08:00",1.0,220.3,0.02,2.42,10.37,0.52,2.84,4.2,1.73,125.0,11.25,"2025-01-05 00:03:59.222695+08:00","Tacloban City"
"2025-01-05 00:04:00+08:00",3.0,747.68,0.8,12.0,1.45,1.16,25.65,28.71,8.87,124.6764,6.6925,"2025-01-05 00:04:01.024409+08:00","Tacurong"
"2025-01-05 00:04:02+08:00",2.0,330.45,0.0,7.54,65.8,8.58,11.21,14.93,1.49,120.9337,14.1059,"2025-01-05 00:04:02.715386+08:00","Tagaytay City"
"2025-01-05 00:04:03+08:00",5.0,2696.99,33.98,58.26,0.0,57.7,91.81,115.28,35.47,121.0792,14.5243,"2025-01-05 00:04:03.908946+08:00","Taguig"
"2025-01-05 00:04:05+08:00",1.0,220.3,0.02,1.63,16.63,0.31,2.5,3.18,0.59,122.9226,14.1343,"2025-01-05 00:04:05.448229+08:00","Talisay"
"2025-01-05 00:04:06+08:00",2.0,317.1,0.0,6.68,70.1,7.87,10.03,13.77,1.49,121.1498,14.0863,"2025-01-05 00:04:06.745871+08:00","Tanauan"
"2025-01-05 00:04:07+08:00",1.0,230.31,0.0,1.63,30.76,0.41,1.33,1.9,2.22,126.1986,9.0783,"2025-01-05 00:04:07.998424+08:00","Tandag"
"2025-01-05 00:04:10+08:00",1.0,216.96,0.0,1.21,40.77,1.7,7.64,8.22,0.03,122.9306,10.6339,"2025-01-05 00:04:10.187000+08:00","Tangub"
"2025-01-05 00:04:11+08:00",2.0,257.02,0.0,1.93,43.99,0.63,12.93,13.7,1.57,123.1583,9.5153,"2025-01-05 00:04:11.638924+08:00","Tanjay"
"2025-01-05 00:04:12+08:00",2.0,794.41,0.04,17.31,17.35,1.97,24.45,29.4,9.88,120.5986,15.4889,"2025-01-05 00:04:13.068918+08:00","Tarlac City"
"2025-01-05 00:04:15+08:00",2.0,270.37,0.0,1.54,75.82,1.48,6.24,7.79,0.5,121.5911,14.0289,"2025-01-05 00:04:15.446322+08:00","Tayabas"
"2025-01-05 00:04:17+08:00",1.0,223.64,0.0,1.32,44.35,0.48,3.01,3.77,1.06,123.6333,10.3833,"2025-01-05 00:04:17.874348+08:00","Toledo City"
"2025-01-05 00:04:20+08:00",1.0,297.07,0.0,1.69,57.94,0.18,4.26,4.63,0.98,121.7269,17.6131,"2025-01-05 00:04:20.585538+08:00","Tuguegarao"
"2025-01-05 00:04:22+08:00",3.0,1094.82,0.44,27.42,5.9,5.42,38.63,43.9,15.45,120.5711,15.9761,"2025-01-05 00:04:22.375630+08:00","Urdaneta"
"2025-01-05 00:04:24+08:00",1.0,263.69,0.0,2.46,22.17,0.44,3.31,4.29,1.17,124.5725,11.1089,"2025-01-05 00:04:24.832300+08:00","Valencia"
"2025-01-05 00:04:26+08:00",2.0,547.41,0.0,10.37,31.83,3.04,12.35,18.36,4.5,120.9667,14.7,"2025-01-05 00:04:26.979015+08:00","Valenzuela"
"2025-01-05 00:04:28+08:00",1.0,200.27,0.0,0.49,42.56,2.09,5.81,6.19,0.0,123.0778,10.9,"2025-01-05 00:04:28.339374+08:00","Victorias"
"2025-01-05 00:04:30+08:00",2.0,287.06,0.0,0.9,84.4,0.14,2.11,2.3,0.59,120.3869,17.5747,"2025-01-05 00:04:30.500166+08:00","Vigan"
"2025-01-05 00:04:31+08:00",2.0,654.22,0.0,21.76,26.46,5.36,18.27,19.16,14.06,122.0696,6.9135,"2025-01-05 00:04:31.879083+08:00","Zamboanga City"
"2025-01-05 02:00:00+08:00",2.0,300.41,0.0,1.52,62.23,0.25,4.73,5.39,1.44,119.9811,16.1561,"2025-01-05 02:00:00.522636+08:00","Alaminos"
"2025-01-05 02:00:03+08:00",1.0,330.45,0.0,2.55,43.99,0.56,5.94,6.74,1.44,120.5833,15.15,"2025-01-05 02:00:03.126477+08:00","Angeles City"
"2025-01-05 02:00:05+08:00",1.0,317.1,0.0,2.19,52.93,0.32,6.42,6.85,1.9,121.19,15.6181,"2025-01-05 02:00:05.091744+08:00","Antipolo"
"2025-01-05 02:00:07+08:00",1.0,200.27,0.0,1.48,31.47,2.59,3.58,3.97,0.36,123.5085,12.2285,"2025-01-05 02:00:07.599665+08:00","Bacolod"
"2025-01-05 02:00:09+08:00",2.0,534.06,0.0,14.22,47.21,7.15,14.37,20.73,3.99,120.929,14.459,"2025-01-05 02:00:09.144087+08:00","Bacoor"
"2025-01-05 02:00:10+08:00",1.0,247.0,0.0,2.57,38.98,1.7,6.29,7.29,1.43,122.8333,10.5333,"2025-01-05 02:00:10.321947+08:00","Bago City"
"2025-01-05 02:00:11+08:00",1.0,410.56,0.0,6.08,23.6,2.03,9.85,11.17,8.04,120.5931,16.4164,"2025-01-05 02:00:11.839983+08:00","Baguio"
"2025-01-05 02:00:13+08:00",1.0,243.66,0.0,1.82,47.92,0.47,9.65,10.1,1.08,123.1228,9.5911,"2025-01-05 02:00:13.303885+08:00","Bais"
"2025-01-05 02:00:15+08:00",1.0,390.53,0.0,4.54,42.92,1.65,7.76,9.67,1.31,120.5361,14.6761,"2025-01-05 02:00:15.644985+08:00","Balanga"
"2025-01-05 02:00:17+08:00",2.0,267.03,0.0,0.64,85.12,0.11,1.73,2.03,0.48,120.5649,18.0554,"2025-01-05 02:00:17.321398+08:00","Batac City"
"2025-01-05 02:00:18+08:00",2.0,327.11,0.0,6.68,59.37,4.17,10.96,14.52,2.19,121.05,13.75,"2025-01-05 02:00:18.640259+08:00","Batangas City"
"2025-01-05 02:00:20+08:00",2.0,273.71,0.0,1.99,39.34,0.4,11.87,12.48,1.22,122.8011,9.3636,"2025-01-05 02:00:20.593736+08:00","Bayawan"
"2025-01-05 02:00:22+08:00",1.0,195.27,0.0,0.46,42.2,10.61,4.33,4.98,0.0,123.7135,13.4083,"2025-01-05 02:00:22.363144+08:00","Baybay"
"2025-01-05 02:00:23+08:00",1.0,211.95,0.11,2.79,0.98,0.59,4.85,5.46,1.24,125.7675,8.7561,"2025-01-05 02:00:23.891442+08:00","Bayugan"
"2025-01-05 02:00:25+08:00",1.0,377.18,0.03,10.8,8.58,0.65,5.43,6.51,1.74,125.0336,11.0725,"2025-01-05 02:00:25.306841+08:00","Bislig"
"2025-01-05 02:00:27+08:00",2.0,433.92,0.0,13.02,57.22,12.64,10.62,15.66,4.69,121.0807,14.3427,"2025-01-05 02:00:27.253468+08:00","Biñan"
"2025-01-05 02:00:29+08:00",1.0,216.96,0.0,1.44,26.82,0.32,1.48,2.15,0.59,124.0055,11.0517,"2025-01-05 02:00:29.226405+08:00","Bogo"
"2025-01-05 02:00:31+08:00",1.0,166.89,0.01,0.8,16.09,0.21,0.8,1.19,0.49,125.4319,11.6081,"2025-01-05 02:00:31.106071+08:00","Borongan"
"2025-01-05 02:00:32+08:00",1.0,257.02,0.03,3.04,2.28,0.35,5.28,6.07,1.03,125.5436,8.9492,"2025-01-05 02:00:32.541706+08:00","Butuan"
"2025-01-05 02:00:35+08:00",1.0,250.34,0.0,3.68,6.8,0.56,3.29,4.0,2.25,125.5344,9.1236,"2025-01-05 02:00:35.356679+08:00","Cabadbaran"
"2025-01-05 02:00:36+08:00",2.0,627.52,0.01,12.17,17.7,1.25,17.25,19.95,4.12,120.9667,15.4833,"2025-01-05 02:00:36.887560+08:00","Cabanatuan City"
"2025-01-05 02:00:38+08:00",2.0,433.92,0.0,13.02,57.22,12.64,10.62,15.66,4.69,121.1262,14.2726,"2025-01-05 02:00:38.696047+08:00","Cabuyao"
"2025-01-05 02:00:40+08:00",1.0,203.61,0.0,0.62,41.84,0.61,3.7,3.96,0.12,123.2856,10.9506,"2025-01-05 02:00:41.298266+08:00","Cadiz"
"2025-01-05 02:00:43+08:00",2.0,377.18,0.0,4.63,37.91,1.39,10.98,11.74,2.47,124.6472,8.4822,"2025-01-05 02:00:43.508379+08:00","Cagayan de Oro"
"2025-01-05 02:00:44+08:00",2.0,280.38,0.0,3.94,71.53,4.53,6.31,8.57,1.24,120.8133,13.9324,"2025-01-05 02:00:44.654810+08:00","Calaca"
"2025-01-05 02:00:46+08:00",2.0,433.92,0.0,13.02,57.22,12.64,10.62,15.66,4.69,121.1653,14.2117,"2025-01-05 02:00:46.705505+08:00","Calamba"
"2025-01-05 02:00:48+08:00",2.0,293.73,0.0,6.43,68.67,5.48,12.45,16.67,0.03,121.1803,13.4117,"2025-01-05 02:00:48.737320+08:00","Calapan"
"2025-01-05 02:00:50+08:00",1.0,198.6,0.01,0.95,13.05,3.93,3.77,4.44,0.35,124.6,12.0667,"2025-01-05 02:00:50.929944+08:00","Calbayog City"
"2025-01-05 02:00:53+08:00",2.0,614.17,0.0,10.63,24.68,2.53,15.47,21.5,4.81,120.9667,14.65,"2025-01-05 02:00:53.744569+08:00","Caloocan City"
"2025-01-05 02:00:56+08:00",1.0,293.73,0.0,1.41,38.98,0.3,5.16,5.48,1.43,120.4517,17.1947,"2025-01-05 02:00:56.119316+08:00","Candon"
"2025-01-05 02:00:58+08:00",3.0,647.54,0.15,18.17,8.85,2.53,29.93,32.17,21.28,123.1964,10.3864,"2025-01-05 02:00:59.009082+08:00","Canlaon"
"2025-01-05 02:01:01+08:00",1.0,317.1,0.0,5.14,23.6,1.73,9.75,12.26,4.12,123.6402,10.1061,"2025-01-05 02:01:01.567938+08:00","Carcar"
"2025-01-05 02:01:03+08:00",2.0,433.92,0.0,13.02,57.22,12.64,10.62,15.66,4.69,121.0576,14.3132,"2025-01-05 02:01:03.805750+08:00","Carmona"
"2025-01-05 02:01:05+08:00",1.0,198.6,0.0,0.92,23.25,0.36,1.85,3.04,0.85,124.8861,11.7753,"2025-01-05 02:01:05.710115+08:00","Catbalogan"
"2025-01-05 02:01:08+08:00",2.0,270.37,0.0,1.05,70.81,0.11,3.71,4.04,1.39,121.7725,16.9347,"2025-01-05 02:01:08.154079+08:00","Cauayan"
"2025-01-05 02:01:10+08:00",2.0,534.06,0.0,14.22,47.21,7.15,14.37,20.73,3.99,120.9169,14.4825,"2025-01-05 02:01:10.750730+08:00","Cavite City"
"2025-01-05 02:01:13+08:00",1.0,333.79,0.06,5.18,9.21,1.85,8.61,10.14,3.42,123.8907,10.3167,"2025-01-05 02:01:13.158711+08:00","Cebu City"
"2025-01-05 02:01:15+08:00",2.0,694.28,0.0,18.51,26.82,6.44,19.14,26.89,3.9,121.1,14.6333,"2025-01-05 02:01:15.493949+08:00","City of Marikina"
"2025-01-05 02:01:17+08:00",1.0,200.27,0.0,1.48,31.47,2.59,3.58,3.97,0.36,123.5833,12.3333,"2025-01-05 02:01:17.888997+08:00","City of Masbate"
"2025-01-05 02:01:19+08:00",2.0,373.84,0.02,5.57,17.88,1.1,11.46,12.48,2.85,122.65,11.15,"2025-01-05 02:01:19.860131+08:00","City of Passi"
"2025-01-05 02:01:21+08:00",1.0,198.6,0.0,0.73,35.05,3.34,1.49,2.0,0.65,123.9833,12.9833,"2025-01-05 02:01:21.484064+08:00","City of Sorsogon"
"2025-01-05 02:01:23+08:00",2.0,473.98,0.13,6.0,1.86,0.69,15.41,17.51,6.59,124.2464,7.2236,"2025-01-05 02:01:23.525598+08:00","Cotabato"
"2025-01-05 02:01:24+08:00",1.0,270.37,0.0,1.33,29.68,0.13,4.07,4.33,0.8,121.5047,17.7061,"2025-01-05 02:01:24.964727+08:00","Dagupan"
"2025-01-05 02:01:27+08:00",1.0,205.28,0.0,5.66,27.54,3.31,3.05,3.32,0.74,124.0272,10.5208,"2025-01-05 02:01:27.100500+08:00","Danao"
"2025-01-05 02:01:29+08:00",1.0,333.79,0.06,5.18,9.21,1.85,8.61,10.14,3.42,123.9469,10.2706,"2025-01-05 02:01:29.635516+08:00","Dapitan"
"2025-01-05 02:01:31+08:00",2.0,534.06,0.0,18.34,51.5,12.64,16.54,23.6,4.5,120.9367,14.3294,"2025-01-05 02:01:31.385173+08:00","Dasmariñas"
"2025-01-05 02:01:33+08:00",1.0,253.68,0.03,3.13,6.08,0.54,3.47,4.51,1.19,125.6128,7.0731,"2025-01-05 02:01:33.693382+08:00","Davao"
"2025-01-05 02:01:35+08:00",1.0,340.46,0.07,4.33,4.6,0.41,7.23,7.89,1.92,125.3572,6.7497,"2025-01-05 02:01:35.885527+08:00","Digos"
"2025-01-05 02:01:37+08:00",1.0,200.27,0.0,0.95,41.13,0.28,1.09,1.15,0.24,123.3414,8.5894,"2025-01-05 02:01:37.726489+08:00","Dipolog"
"2025-01-05 02:01:39+08:00",1.0,247.0,0.0,3.0,51.5,1.42,9.37,10.4,4.12,123.3081,9.3103,"2025-01-05 02:01:39.966479+08:00","Dumaguete"
"2025-01-05 02:01:41+08:00",1.0,226.97,0.0,0.84,39.34,0.2,2.17,2.38,2.0,124.5225,8.5631,"2025-01-05 02:01:41.377211+08:00","El Salvador"
"2025-01-05 02:01:42+08:00",1.0,208.62,0.0,0.8,41.49,0.37,2.85,3.12,0.11,123.4992,10.8403,"2025-01-05 02:01:42.794046+08:00","Escalante"
"2025-01-05 02:01:45+08:00",3.0,1188.28,1.76,22.28,0.82,2.03,38.49,48.82,8.49,120.9464,15.3072,"2025-01-05 02:01:45.430009+08:00","Gapan"
"2025-01-05 02:01:46+08:00",2.0,547.41,0.03,5.57,6.62,0.7,22.18,24.03,5.7,125.1717,6.1128,"2025-01-05 02:01:46.884094+08:00","General Santos"
"2025-01-05 02:01:48+08:00",2.0,534.06,0.0,18.34,51.5,12.64,16.54,23.6,4.5,120.8817,14.3869,"2025-01-05 02:01:48.722195+08:00","General Trias"
"2025-01-05 02:01:50+08:00",1.0,201.94,0.0,1.19,23.25,0.13,1.31,1.5,0.55,125.1167,8.8333,"2025-01-05 02:01:50.568313+08:00","Gingoog City"
"2025-01-05 02:01:52+08:00",2.0,507.36,0.0,11.31,21.28,1.62,20.56,22.4,8.74,122.8706,10.0989,"2025-01-05 02:01:52.833489+08:00","Himamaylan"
"2025-01-05 02:01:54+08:00",2.0,317.1,0.0,2.25,62.94,0.24,5.17,5.68,1.6,121.8892,17.1485,"2025-01-05 02:01:54.902325+08:00","Ilagan"
"2025-01-05 02:01:56+08:00",1.0,250.34,0.0,3.21,40.77,2.15,3.83,4.22,1.49,124.4,8.25,"2025-01-05 02:01:56.255311+08:00","Iligan City"
"2025-01-05 02:01:59+08:00",1.0,283.72,0.0,2.55,33.26,0.77,6.51,6.87,1.22,122.55,10.75,"2025-01-05 02:01:59.524783+08:00","Iloilo City"
"2025-01-05 02:02:00+08:00",2.0,534.06,0.0,14.22,47.21,7.15,14.37,20.73,3.99,120.9367,14.4297,"2025-01-05 02:02:00.855256+08:00","Imus"
"2025-01-05 02:02:03+08:00",2.0,293.73,0.02,2.87,16.27,7.75,12.41,13.36,1.82,123.4167,13.4167,"2025-01-05 02:02:03.342495+08:00","Iriga City"
"2025-01-05 02:02:05+08:00",2.0,453.95,0.0,11.31,26.46,2.18,15.93,17.99,8.74,122.9888,10.2048,"2025-01-05 02:02:05.280041+08:00","Isabela"
"2025-01-05 02:02:07+08:00",3.0,620.84,0.01,14.05,20.03,2.53,31.96,34.32,19.51,122.8122,9.9889,"2025-01-05 02:02:07.332872+08:00","Kabankalan"
"2025-01-05 02:02:09+08:00",2.0,514.03,0.62,10.11,1.08,1.85,16.49,19.38,18.49,125.0894,7.0083,"2025-01-05 02:02:09.945066+08:00","Kidapawan"
"2025-01-05 02:02:11+08:00",2.0,707.63,0.01,15.25,11.8,2.38,22.48,25.71,24.32,124.8469,6.5031,"2025-01-05 02:02:12.295069+08:00","Koronadal"
"2025-01-05 02:02:14+08:00",1.0,247.0,0.0,2.57,38.98,1.7,6.29,7.29,1.43,122.9208,10.4233,"2025-01-05 02:02:14.444313+08:00","La Carlota"
"2025-01-05 02:02:16+08:00",1.0,253.68,0.0,3.04,25.03,0.69,5.37,5.69,3.29,125.7022,6.0872,"2025-01-05 02:02:16.837949+08:00","Lamitan"
"2025-01-05 02:02:18+08:00",2.0,267.03,0.0,0.64,85.12,0.11,1.73,2.03,0.48,120.5936,18.1989,"2025-01-05 02:02:18.597916+08:00","Laoag"
"2025-01-05 02:02:20+08:00",1.0,333.79,0.06,5.18,9.21,1.85,8.61,10.14,3.42,123.9494,10.3103,"2025-01-05 02:02:20.813709+08:00","Lapu-Lapu City"
"2025-01-05 02:02:22+08:00",2.0,534.06,0.0,14.22,47.21,7.15,14.37,20.73,3.99,120.9828,14.4506,"2025-01-05 02:02:22.471619+08:00","Las Piñas"
"2025-01-05 02:02:24+08:00",1.0,230.31,0.0,2.19,25.75,7.51,4.42,5.12,1.19,123.7333,13.1333,"2025-01-05 02:02:24.621941+08:00","Legazpi City"
"2025-01-05 02:02:26+08:00",2.0,257.02,0.0,2.12,23.25,12.76,11.06,11.94,1.28,123.5325,13.2403,"2025-01-05 02:02:26.303670+08:00","Ligao"
"2025-01-05 02:02:27+08:00",2.0,280.38,0.0,2.51,73.67,2.62,4.98,7.05,1.47,121.1667,13.95,"2025-01-05 02:02:28.001911+08:00","Lipa City"
"2025-01-05 02:02:29+08:00",1.0,273.71,0.0,2.19,29.68,0.66,7.68,7.96,1.08,122.5967,10.8794,"2025-01-05 02:02:29.588608+08:00","Lucena"
"2025-01-05 02:02:31+08:00",1.0,273.71,0.0,2.19,29.68,0.66,7.68,7.96,1.08,122.4347,10.8925,"2025-01-05 02:02:31.572246+08:00","Maasin"
"2025-01-05 02:02:33+08:00",2.0,440.6,0.0,5.36,40.05,0.55,10.43,11.54,3.45,120.5736,15.2216,"2025-01-05 02:02:33.455306+08:00","Mabalacat City"
"2025-01-05 02:02:35+08:00",5.0,2323.15,23.47,54.15,0.01,42.44,81.83,103.24,24.57,121.0327,14.5503,"2025-01-05 02:02:35.999408+08:00","Makati City"
"2025-01-05 02:02:38+08:00",1.0,343.8,0.0,3.77,40.05,2.0,6.66,8.48,1.36,119.9379,15.6361,"2025-01-05 02:02:38.273760+08:00","Malabon"
"2025-01-05 02:02:39+08:00",1.0,357.15,0.24,8.57,0.93,0.74,7.21,8.8,8.04,125.0833,8.15,"2025-01-05 02:02:40.048714+08:00","Malaybalay"
