"datetime","main.aqi","components.co","components.no","components.no2","components.o3","components.so2","components.pm2_5","components.pm10","components.nh3","coord.lon","coord.lat","extraction_date_time","city_name"
"2025-01-08 22:00:44+08:00",1.0,200.27,0.0,0.66,35.41,0.57,1.73,2.09,0.18,123.2856,10.9506,"2025-01-08 22:00:44.329867+08:00","Cadiz"
"2025-01-08 22:00:46+08:00",1.0,367.17,0.0,6.34,36.48,2.15,6.49,7.49,2.57,124.6472,8.4822,"2025-01-08 22:00:46.914867+08:00","Cagayan de Oro"
"2025-01-08 22:00:48+08:00",1.0,253.68,0.0,6.0,57.94,5.25,7.58,9.29,0.74,120.8133,13.9324,"2025-01-08 22:00:48.344651+08:00","Calaca"
"2025-01-08 22:00:50+08:00",2.0,347.14,0.0,11.48,60.08,11.33,9.91,13.65,2.57,121.1653,14.2117,"2025-01-08 22:00:50.208708+08:00","Calamba"
"2025-01-08 22:00:52+08:00",1.0,250.34,0.0,7.45,59.37,5.66,6.95,7.86,0.34,121.1803,13.4117,"2025-01-08 22:00:52.788714+08:00","Calapan"
"2025-01-08 22:00:54+08:00",1.0,223.64,0.0,1.04,21.99,4.35,3.33,3.9,0.39,124.6,12.0667,"2025-01-08 22:00:54.471852+08:00","Calbayog City"
"2025-01-08 22:00:56+08:00",2.0,410.56,0.0,10.97,53.64,6.32,12.38,17.39,2.76,120.9667,14.65,"2025-01-08 22:00:56.415585+08:00","Caloocan City"
"2025-01-08 22:00:58+08:00",2.0,410.56,0.0,2.83,69.38,1.01,21.64,24.58,4.56,120.4517,17.1947,"2025-01-08 22:00:58.790694+08:00","Candon"
"2025-01-08 22:01:00+08:00",2.0,674.25,0.89,24.33,2.59,4.29,20.62,23.68,18.75,123.1964,10.3864,"2025-01-08 22:01:00.723513+08:00","Canlaon"
"2025-01-08 22:01:02+08:00",1.0,290.39,0.0,5.74,21.82,2.5,6.42,11.09,3.77,123.6402,10.1061,"2025-01-08 22:01:02.966190+08:00","Carcar"
"2025-01-08 22:01:04+08:00",2.0,347.14,0.0,11.48,60.08,11.33,9.91,13.65,2.57,121.0576,14.3132,"2025-01-08 22:01:04.532698+08:00","Carmona"
"2025-01-08 22:01:05+08:00",1.0,206.95,0.0,1.24,18.77,0.82,1.62,2.12,0.88,124.8861,11.7753,"2025-01-08 22:01:05.992026+08:00","Catbalogan"
"2025-01-08 22:01:07+08:00",2.0,480.65,0.0,9.17,35.05,1.71,18.06,23.67,18.24,121.7725,16.9347,"2025-01-08 22:01:07.919203+08:00","Cauayan"
"2025-01-08 22:01:10+08:00",2.0,554.09,0.0,19.02,52.21,13.11,14.61,21.96,5.0,120.9169,14.4825,"2025-01-08 22:01:10.269209+08:00","Cavite City"
"2025-01-08 22:01:11+08:00",2.0,467.3,0.21,7.54,6.8,3.64,16.77,21.86,5.51,123.8907,10.3167,"2025-01-08 22:01:11.784426+08:00","Cebu City"
"2025-01-08 22:01:14+08:00",2.0,403.88,0.0,9.43,54.36,7.75,11.28,17.35,2.72,121.1,14.6333,"2025-01-08 22:01:14.372443+08:00","City of Marikina"
"2025-01-08 22:01:16+08:00",2.0,247.0,0.0,1.09,69.38,1.73,3.59,3.9,0.29,123.5833,12.3333,"2025-01-08 22:01:16.405459+08:00","City of Masbate"
"2025-01-08 22:01:17+08:00",1.0,330.45,0.0,5.06,25.75,1.15,5.84,6.97,1.95,122.65,11.15,"2025-01-08 22:01:17.775212+08:00","City of Passi"
"2025-01-08 22:01:20+08:00",2.0,233.65,0.0,0.88,67.95,2.44,2.7,3.09,0.4,123.9833,12.9833,"2025-01-08 22:01:20.234817+08:00","City of Sorsogon"
"2025-01-08 22:01:22+08:00",1.0,403.88,0.04,4.58,6.53,0.9,8.32,9.49,2.6,124.2464,7.2236,"2025-01-08 22:01:22.546746+08:00","Cotabato"
"2025-01-08 22:01:25+08:00",2.0,260.35,0.0,1.03,64.37,0.41,13.94,21.47,0.67,121.5047,17.7061,"2025-01-08 22:01:25.217361+08:00","Dagupan"
"2025-01-08 22:01:26+08:00",1.0,293.73,0.01,5.36,16.27,1.97,7.72,8.89,2.06,124.0272,10.5208,"2025-01-08 22:01:26.813375+08:00","Danao"
"2025-01-08 22:01:29+08:00",2.0,467.3,0.21,7.54,6.8,3.64,16.77,21.86,5.51,123.9469,10.2706,"2025-01-08 22:01:29.160544+08:00","Dapitan"
"2025-01-08 22:01:31+08:00",2.0,453.95,0.0,15.08,57.94,11.44,12.4,18.06,3.74,120.9367,14.3294,"2025-01-08 22:01:31.180915+08:00","Dasmariñas"
"2025-01-08 22:01:33+08:00",1.0,453.95,1.24,11.65,1.2,2.3,7.0,9.6,2.28,125.6128,7.0731,"2025-01-08 22:01:33.436224+08:00","Davao"
"2025-01-08 22:01:34+08:00",1.0,260.35,0.0,3.47,28.97,1.1,3.16,3.94,1.65,125.3572,6.7497,"2025-01-08 22:01:34.819678+08:00","Digos"
"2025-01-08 22:01:35+08:00",1.0,205.28,0.0,1.24,33.26,0.41,0.57,0.67,0.31,123.3414,8.5894,"2025-01-08 22:01:36.044321+08:00","Dipolog"
"2025-01-08 22:01:38+08:00",1.0,267.03,0.0,4.46,27.18,1.3,3.73,4.83,3.26,123.3081,9.3103,"2025-01-08 22:01:38.171696+08:00","Dumaguete"
"2025-01-08 22:01:39+08:00",1.0,223.64,0.0,0.94,35.05,0.38,1.6,1.85,1.68,124.5225,8.5631,"2025-01-08 22:01:40.075251+08:00","El Salvador"
"2025-01-08 22:01:42+08:00",1.0,196.93,0.0,0.69,33.98,0.43,1.29,1.67,0.05,123.4992,10.8403,"2025-01-08 22:01:42.308478+08:00","Escalante"
"2025-01-08 22:01:44+08:00",2.0,390.53,0.0,7.03,52.21,1.54,11.85,15.38,2.91,120.9464,15.3072,"2025-01-08 22:01:44.696012+08:00","Gapan"
"2025-01-08 22:01:46+08:00",1.0,440.6,0.08,5.4,5.28,0.97,9.35,10.89,4.12,125.1717,6.1128,"2025-01-08 22:01:46.604936+08:00","General Santos"
"2025-01-08 22:01:47+08:00",2.0,453.95,0.0,15.08,57.94,11.44,12.4,18.06,3.74,120.8817,14.3869,"2025-01-08 22:01:48.092345+08:00","General Trias"
"2025-01-08 22:01:50+08:00",1.0,211.95,0.0,2.08,25.03,0.2,0.78,0.93,0.52,125.1167,8.8333,"2025-01-08 22:01:50.587292+08:00","Gingoog City"
"2025-01-08 22:01:52+08:00",1.0,367.17,0.0,8.4,22.71,1.89,5.85,7.44,4.88,122.8706,10.0989,"2025-01-08 22:01:52.448531+08:00","Himamaylan"
"2025-01-08 22:01:53+08:00",2.0,607.49,0.0,10.28,28.61,1.25,24.35,29.79,7.54,121.8892,17.1485,"2025-01-08 22:01:53.986747+08:00","Ilagan"
"2025-01-08 22:01:55+08:00",2.0,313.76,0.0,8.05,46.49,6.68,10.98,12.06,1.74,124.4,8.25,"2025-01-08 22:01:55.838342+08:00","Iligan City"
"2025-01-08 22:01:57+08:00",1.0,293.73,0.0,3.64,30.4,0.95,4.54,5.06,1.46,122.55,10.75,"2025-01-08 22:01:57.734144+08:00","Iloilo City"
"2025-01-08 22:01:59+08:00",2.0,554.09,0.0,19.02,52.21,13.11,14.61,21.96,5.0,120.9367,14.4297,"2025-01-08 22:01:59.512125+08:00","Imus"
"2025-01-08 22:02:01+08:00",1.0,247.0,0.0,1.3,57.94,5.78,5.74,6.46,0.68,123.4167,13.4167,"2025-01-08 22:02:01.875273+08:00","Iriga City"
"2025-01-08 22:02:04+08:00",1.0,290.39,0.0,5.57,28.61,1.79,3.35,4.44,2.41,122.9888,10.2048,"2025-01-08 22:02:04.538024+08:00","Isabela"
"2025-01-08 22:02:06+08:00",2.0,507.36,0.01,12.85,17.35,2.65,12.52,15.23,13.68,122.8122,9.9889,"2025-01-08 22:02:06.640580+08:00","Kabankalan"
"2025-01-08 22:02:08+08:00",3.0,774.38,0.02,23.65,8.58,4.05,27.29,30.9,24.07,125.0894,7.0083,"2025-01-08 22:02:08.816272+08:00","Kidapawan"
"2025-01-08 22:02:10+08:00",2.0,660.9,0.05,13.2,7.24,2.56,16.9,20.8,14.69,124.8469,6.5031,"2025-01-08 22:02:11.082865+08:00","Koronadal"
"2025-01-08 22:02:12+08:00",1.0,233.65,0.0,2.23,33.98,1.22,2.32,3.2,0.67,122.9208,10.4233,"2025-01-08 22:02:12.560463+08:00","La Carlota"
"2025-01-08 22:02:13+08:00",1.0,320.44,0.0,7.97,37.55,2.35,6.88,7.47,5.89,125.7022,6.0872,"2025-01-08 22:02:13.729018+08:00","Lamitan"
"2025-01-08 22:02:15+08:00",2.0,283.72,0.0,1.52,67.95,0.52,7.9,10.51,0.97,120.5936,18.1989,"2025-01-08 22:02:15.818968+08:00","Laoag"
"2025-01-08 22:02:18+08:00",2.0,467.3,0.21,7.54,6.8,3.64,16.77,21.86,5.51,123.9494,10.3103,"2025-01-08 22:02:18.248133+08:00","Lapu-Lapu City"
"2025-01-08 22:02:20+08:00",2.0,554.09,0.0,19.02,52.21,13.11,14.61,21.96,5.0,120.9828,14.4506,"2025-01-08 22:02:20.264571+08:00","Las Piñas"
"2025-01-08 22:02:21+08:00",2.0,257.02,0.0,2.04,62.94,6.5,4.07,4.74,0.67,123.7333,13.1333,"2025-01-08 22:02:21.972218+08:00","Legazpi City"
"2025-01-08 22:02:24+08:00",2.0,247.0,0.0,1.11,65.8,7.45,4.56,5.05,0.59,123.5325,13.2403,"2025-01-08 22:02:24.225797+08:00","Ligao"
"2025-01-08 22:02:26+08:00",2.0,250.34,0.0,3.34,61.51,2.33,6.68,8.23,0.97,121.1667,13.95,"2025-01-08 22:02:26.537196+08:00","Lipa City"
"2025-01-08 22:02:28+08:00",1.0,273.71,0.0,2.79,26.82,0.67,4.27,4.68,1.22,122.5967,10.8794,"2025-01-08 22:02:28.675053+08:00","Lucena"
"2025-01-08 22:02:30+08:00",1.0,273.71,0.0,2.79,26.82,0.67,4.27,4.68,1.22,122.4347,10.8925,"2025-01-08 22:02:30.171095+08:00","Maasin"
"2025-01-08 22:02:31+08:00",2.0,433.92,0.0,9.51,45.06,1.46,11.93,16.76,3.52,120.5736,15.2216,"2025-01-08 22:02:32.055133+08:00","Mabalacat City"
"2025-01-08 22:02:34+08:00",3.0,1041.41,0.01,35.99,28.97,23.37,29.68,42.15,9.75,121.0327,14.5503,"2025-01-08 22:02:34.309502+08:00","Makati City"
"2025-01-08 22:02:36+08:00",2.0,367.17,0.0,4.28,68.67,2.86,12.14,15.52,2.79,119.9379,15.6361,"2025-01-08 22:02:36.470749+08:00","Malabon"
"2025-01-08 22:02:38+08:00",1.0,440.6,0.01,14.57,8.85,2.33,8.76,11.56,15.2,125.0833,8.15,"2025-01-08 22:02:38.587435+08:00","Malaybalay"
"2025-01-08 22:02:40+08:00",2.0,283.72,0.0,3.47,64.37,1.54,10.58,12.74,1.57,120.8117,14.8419,"2025-01-08 22:02:40.397549+08:00","Malolos"
"2025-01-08 22:02:41+08:00",3.0,1041.41,0.01,35.99,28.97,23.37,29.68,42.15,9.75,121.0409,14.5832,"2025-01-08 22:02:41.827189+08:00","Mandaluyong City"
"2025-01-08 22:02:44+08:00",2.0,467.3,0.21,7.54,6.8,3.64,16.77,21.86,5.51,123.9333,10.3333,"2025-01-08 22:02:44.223571+08:00","Mandaue City"
"2025-01-08 22:02:46+08:00",2.0,410.56,0.0,10.97,53.64,6.32,12.38,17.39,2.76,120.9822,14.6042,"2025-01-08 22:02:46.693967+08:00","Manila"
"2025-01-08 22:02:49+08:00",3.0,700.95,0.01,15.25,13.77,3.34,27.53,31.21,19.0,124.2928,7.9986,"2025-01-08 22:02:49.299856+08:00","Marawi"
"2025-01-08 22:02:51+08:00",1.0,206.95,0.0,2.38,28.61,1.01,0.64,0.92,0.12,125.4708,9.7339,"2025-01-08 22:02:51.659633+08:00","Mati"
"2025-01-08 22:02:53+08:00",2.0,410.56,0.0,10.97,53.64,6.32,12.38,17.39,2.76,120.9608,14.7369,"2025-01-08 22:02:53.471932+08:00","Meycauayan"
"2025-01-08 22:02:55+08:00",2.0,377.18,0.0,4.03,42.92,0.78,12.08,13.58,2.0,120.9031,15.7161,"2025-01-08 22:02:55.455525+08:00","Muñoz"
"2025-01-08 22:02:57+08:00",2.0,240.33,0.0,0.53,79.39,2.53,8.62,9.9,0.13,123.1814,13.6192,"2025-01-08 22:02:57.347869+08:00","Naga"
"2025-01-08 22:02:58+08:00",2.0,410.56,0.0,10.97,53.64,6.32,12.38,17.39,2.76,120.95,14.6667,"2025-01-08 22:02:58.700220+08:00","Navotas"
"2025-01-08 22:03:00+08:00",2.0,340.46,0.0,5.06,59.37,3.22,11.51,15.07,1.5,120.2828,14.8292,"2025-01-08 22:03:00.460202+08:00","Olongapo"
"2025-01-08 22:03:01+08:00",1.0,343.8,0.28,5.83,4.47,0.98,6.02,8.29,2.31,124.6075,11.0064,"2025-01-08 22:03:01.873896+08:00","Ormoc"
"2025-01-08 22:03:03+08:00",1.0,198.6,0.0,0.41,32.54,0.08,0.5,0.57,0.15,123.8044,8.4858,"2025-01-08 22:03:03.713751+08:00","Oroquieta"
"2025-01-08 22:03:04+08:00",1.0,293.73,0.04,6.94,11.98,1.22,4.73,6.49,2.79,123.8333,8.15,"2025-01-08 22:03:04.885527+08:00","Ozamiz City"
"2025-01-08 22:03:07+08:00",2.0,534.06,0.0,13.2,15.2,3.7,14.17,16.71,19.25,123.437,7.8257,"2025-01-08 22:03:07.414686+08:00","Pagadian"
"2025-01-08 22:03:09+08:00",1.0,317.1,0.0,3.81,57.94,0.83,9.49,10.8,1.71,121.0833,15.55,"2025-01-08 22:03:10.030974+08:00","Palayan City"
"2025-01-08 22:03:12+08:00",1.0,383.85,1.34,7.8,0.76,1.67,7.21,9.99,2.41,125.6842,7.3081,"2025-01-08 22:03:12.603101+08:00","Panabo"
"2025-01-08 22:03:14+08:00",3.0,1041.41,0.01,35.99,28.97,23.37,29.68,42.15,9.75,121.0175,14.4816,"2025-01-08 22:03:14.927628+08:00","Paranaque City"
"2025-01-08 22:03:16+08:00",3.0,1041.41,0.01,35.99,28.97,23.37,29.68,42.15,9.75,121.065,14.587,"2025-01-08 22:03:16.763609+08:00","Pasig"
"2025-01-08 22:03:17+08:00",1.0,226.97,0.0,1.78,24.68,0.56,2.0,2.25,0.27,118.7333,9.7333,"2025-01-08 22:03:18.016281+08:00","Puerto Princesa City"
"2025-01-08 22:03:19+08:00",2.0,403.88,0.0,9.43,54.36,7.75,11.28,17.35,2.72,121.0333,14.6333,"2025-01-08 22:03:19.351964+08:00","Quezon City"
"2025-01-08 22:03:20+08:00",2.0,427.25,0.0,5.18,41.13,0.72,18.29,20.45,2.44,121.6201,17.1189,"2025-01-08 22:03:20.695817+08:00","Roxas"
"2025-01-08 22:03:22+08:00",1.0,196.93,0.0,0.69,33.98,0.43,1.29,1.67,0.05,123.4242,10.9447,"2025-01-08 22:03:22.116505+08:00","Sagay"
"2025-01-08 22:03:23+08:00",2.0,293.73,0.0,3.77,60.8,1.62,9.76,12.61,1.12,120.5431,14.7678,"2025-01-08 22:03:23.842077+08:00","Samal"
"2025-01-08 22:03:25+08:00",1.0,327.11,0.0,3.9,57.94,0.92,9.95,11.5,1.9,120.8931,15.5448,"2025-01-08 22:03:25.791955+08:00","San Carlos"
"2025-01-08 22:03:28+08:00",2.0,330.45,0.0,1.26,85.83,0.93,17.9,20.84,0.34,120.3166,16.6159,"2025-01-08 22:03:28.298456+08:00","San Fernando"
"2025-01-08 22:03:30+08:00",2.0,270.37,0.0,1.52,59.37,0.43,13.28,20.16,1.06,121.8712,17.8927,"2025-01-08 22:03:30.688224+08:00","San Jose"
"2025-01-08 22:03:32+08:00",2.0,247.0,0.0,1.46,67.95,0.85,9.19,11.09,0.63,121.0453,14.8139,"2025-01-08 22:03:33.091914+08:00","San Jose del Monte"
"2025-01-08 22:03:34+08:00",2.0,317.1,0.0,1.82,44.35,0.51,10.07,11.85,2.91,120.4583,17.7422,"2025-01-08 22:03:34.573787+08:00","San Juan"
"2025-01-08 22:03:35+08:00",2.0,380.52,0.0,6.94,57.22,2.98,12.41,16.1,3.1,120.6197,14.9696,"2025-01-08 22:03:35.926664+08:00","San Pablo"
"2025-01-08 22:03:37+08:00",2.0,507.36,0.0,8.31,34.33,1.06,19.45,23.88,5.19,121.8833,17.2,"2025-01-08 22:03:37.639590+08:00","San Pedro"
"2025-01-08 22:03:39+08:00",1.0,327.11,0.0,3.9,57.94,0.92,9.95,11.5,1.9,120.9378,15.4238,"2025-01-08 22:03:40.071058+08:00","Santa Rosa"
"2025-01-08 22:03:41+08:00",2.0,433.92,0.0,3.0,65.8,1.18,23.36,26.63,5.95,120.4449,17.2939,"2025-01-08 22:03:41.770748+08:00","Santiago"
"2025-01-08 22:03:43+08:00",2.0,327.11,0.0,2.96,49.35,0.51,12.23,14.81,1.39,121.7645,17.3997,"2025-01-08 22:03:43.168958+08:00","Santo Tomas"
"2025-01-08 22:03:45+08:00",1.0,226.97,0.0,1.74,35.05,0.95,3.19,3.92,0.44,122.9667,10.8,"2025-01-08 22:03:45.500272+08:00","Silay City"
"2025-01-08 22:03:46+08:00",1.0,287.06,0.0,4.24,28.25,1.03,3.23,3.74,1.98,122.4042,9.7519,"2025-01-08 22:03:47.076364+08:00","Sipalay"
"2025-01-08 22:03:49+08:00",1.0,206.95,0.0,2.38,28.61,1.01,0.64,0.92,0.12,125.5,9.75,"2025-01-08 22:03:49.312767+08:00","Surigao City"
"2025-01-08 22:03:51+08:00",1.0,240.33,0.0,1.44,56.51,5.78,3.97,4.76,0.58,123.7336,13.3586,"2025-01-08 22:03:51.212930+08:00","Tabaco"
"2025-01-08 22:03:53+08:00",2.0,267.03,0.0,1.07,57.22,0.34,11.95,16.12,0.8,121.4443,17.4189,"2025-01-08 22:03:53.839441+08:00","Tabuk"
"2025-01-08 22:03:54+08:00",1.0,211.95,0.03,2.36,10.64,0.66,1.96,3.03,1.79,125.0,11.25,"2025-01-08 22:03:55.028754+08:00","Tacloban City"
"2025-01-08 22:03:57+08:00",2.0,600.82,0.02,9.51,12.16,1.12,13.56,15.75,4.94,124.6764,6.6925,"2025-01-08 22:03:57.163637+08:00","Tacurong"
"2025-01-08 22:03:59+08:00",2.0,323.77,0.0,10.28,55.08,9.66,10.29,13.19,1.27,120.9337,14.1059,"2025-01-08 22:03:59.307298+08:00","Tagaytay City"
"2025-01-08 22:04:00+08:00",3.0,1041.41,0.01,35.99,28.97,23.37,29.68,42.15,9.75,121.0792,14.5243,"2025-01-08 22:04:00.529938+08:00","Taguig"
"2025-01-08 22:04:01+08:00",2.0,223.64,0.0,0.41,70.81,0.47,9.67,15.6,0.0,122.9226,14.1343,"2025-01-08 22:04:01.880556+08:00","Talisay"
"2025-01-08 22:04:04+08:00",1.0,290.39,0.0,8.4,56.51,9.18,8.53,11.04,1.17,121.1498,14.0863,"2025-01-08 22:04:04.506736+08:00","Tanauan"
"2025-01-08 22:04:05+08:00",1.0,257.02,0.0,2.36,17.88,0.66,1.93,2.83,2.88,126.1986,9.0783,"2025-01-08 22:04:05.740927+08:00","Tandag"
"2025-01-08 22:04:07+08:00",1.0,226.97,0.0,1.74,35.05,0.95,3.19,3.92,0.44,122.9306,10.6339,"2025-01-08 22:04:07.108424+08:00","Tangub"
"2025-01-08 22:04:09+08:00",1.0,270.37,0.0,3.56,28.97,0.77,4.85,5.58,1.14,123.1583,9.5153,"2025-01-08 22:04:09.268510+08:00","Tanjay"
"2025-01-08 22:04:11+08:00",2.0,333.79,0.0,4.28,61.51,1.03,8.78,11.69,2.69,120.5986,15.4889,"2025-01-08 22:04:11.117727+08:00","Tarlac City"
"2025-01-08 22:04:12+08:00",2.0,233.65,0.0,1.56,62.94,1.24,7.01,8.37,0.35,121.5911,14.0289,"2025-01-08 22:04:12.545031+08:00","Tayabas"
"2025-01-08 22:04:14+08:00",1.0,223.64,0.0,2.19,30.04,0.67,2.27,4.08,1.5,123.6333,10.3833,"2025-01-08 22:04:14.595611+08:00","Toledo City"
"2025-01-08 22:04:16+08:00",2.0,293.73,0.0,1.93,60.8,0.51,14.9,22.75,1.68,121.7269,17.6131,"2025-01-08 22:04:16.161179+08:00","Tuguegarao"
"2025-01-08 22:04:17+08:00",2.0,554.09,0.0,14.57,35.05,3.34,15.83,19.37,6.71,120.5711,15.9761,"2025-01-08 22:04:17.489801+08:00","Urdaneta"
"2025-01-08 22:04:19+08:00",1.0,273.71,0.0,3.51,17.7,0.7,2.6,3.58,1.39,124.5725,11.1089,"2025-01-08 22:04:19.315027+08:00","Valencia"
"2025-01-08 22:04:21+08:00",2.0,410.56,0.0,10.97,53.64,6.32,12.38,17.39,2.76,120.9667,14.7,"2025-01-08 22:04:21.461766+08:00","Valenzuela"
"2025-01-08 22:04:23+08:00",1.0,210.29,0.0,0.86,36.48,0.98,2.71,3.07,0.21,123.0778,10.9,"2025-01-08 22:04:23.587187+08:00","Victorias"
"2025-01-08 22:04:25+08:00",2.0,370.5,0.0,2.83,62.94,0.98,13.76,16.05,3.07,120.3869,17.5747,"2025-01-08 22:04:25.963312+08:00","Vigan"
"2025-01-08 22:04:27+08:00",1.0,514.03,0.33,14.74,6.71,4.53,7.55,8.51,7.79,122.0696,6.9135,"2025-01-08 22:04:27.583676+08:00","Zamboanga City"
"2025-01-09 00:00:00+08:00",2.0,427.25,0.0,4.28,70.81,1.65,20.39,23.48,3.14,119.9811,16.1561,"2025-01-09 00:00:00.391842+08:00","Alaminos"
"2025-01-09 00:00:01+08:00",2.0,540.73,0.0,11.48,24.68,2.12,19.4,25.67,3.55,120.5833,15.15,"2025-01-09 00:00:02.065194+08:00","Angeles City"
"2025-01-09 00:00:04+08:00",1.0,323.77,0.0,2.46,41.13,0.43,9.81,10.7,1.06,121.19,15.6181,"2025-01-09 00:00:04.182461+08:00","Antipolo"
"2025-01-09 00:00:06+08:00",2.0,240.33,0.0,1.06,65.8,1.68,3.73,4.16,0.28,123.5085,12.2285,"2025-01-09 00:00:06.586037+08:00","Bacolod"
"2025-01-09 00:00:09+08:00",2.0,594.14,0.0,20.39,48.64,13.59,15.66,23.19,4.94,120.929,14.459,"2025-01-09 00:00:09.236296+08:00","Bacoor"
"2025-01-09 00:00:11+08:00",1.0,233.65,0.0,1.95,33.26,1.25,3.02,3.75,0.53,122.8333,10.5333,"2025-01-09 00:00:11.254118+08:00","Bago City"
"2025-01-09 00:00:13+08:00",3.0,674.25,0.0,11.31,27.54,3.01,28.52,32.47,3.71,120.5931,16.4164,"2025-01-09 00:00:14.023490+08:00","Baguio"
"2025-01-09 00:00:16+08:00",1.0,257.02,0.0,3.3,25.39,0.69,4.29,4.93,1.16,123.1228,9.5911,"2025-01-09 00:00:16.694293+08:00","Bais"
"2025-01-09 00:00:19+08:00",2.0,300.41,0.0,3.47,60.08,1.54,11.16,13.74,1.16,120.5361,14.6761,"2025-01-09 00:00:19.254608+08:00","Balanga"
"2025-01-09 00:00:20+08:00",2.0,277.04,0.0,1.33,70.81,0.41,7.52,10.45,0.85,120.5649,18.0554,"2025-01-09 00:00:20.731773+08:00","Batac City"
"2025-01-09 00:00:23+08:00",1.0,263.69,0.0,5.1,56.51,2.77,7.58,8.73,1.3,121.05,13.75,"2025-01-09 00:00:23.218894+08:00","Batangas City"
"2025-01-09 00:00:25+08:00",1.0,283.72,0.0,3.51,22.17,0.51,5.52,6.24,1.47,122.8011,9.3636,"2025-01-09 00:00:25.220077+08:00","Bayawan"
"2025-01-09 00:00:26+08:00",2.0,240.33,0.0,0.46,78.68,5.25,6.42,6.89,0.1,123.7135,13.4083,"2025-01-09 00:00:26.877573+08:00","Baybay"
"2025-01-09 00:00:29+08:00",1.0,277.04,0.37,4.24,0.41,0.95,6.72,7.86,2.15,125.7675,8.7561,"2025-01-09 00:00:29.132428+08:00","Bayugan"
"2025-01-09 00:00:31+08:00",1.0,287.06,0.04,6.0,11.8,1.04,2.79,3.64,1.81,125.0336,11.0725,"2025-01-09 00:00:31.495666+08:00","Bislig"
"2025-01-09 00:00:33+08:00",2.0,313.76,0.0,9.08,65.09,9.66,9.59,12.73,1.9,121.0807,14.3427,"2025-01-09 00:00:34.104797+08:00","Biñan"
"2025-01-09 00:00:36+08:00",1.0,220.3,0.0,2.14,23.25,0.43,1.07,1.54,0.65,124.0055,11.0517,"2025-01-09 00:00:36.650245+08:00","Bogo"
"2025-01-09 00:00:38+08:00",1.0,181.91,0.02,1.67,14.31,0.32,0.96,1.43,0.33,125.4319,11.6081,"2025-01-09 00:00:39.041588+08:00","Borongan"
"2025-01-09 00:00:41+08:00",1.0,340.46,0.1,5.23,1.11,0.75,6.22,7.44,1.44,125.5436,8.9492,"2025-01-09 00:00:41.235164+08:00","Butuan"
"2025-01-09 00:00:42+08:00",1.0,357.15,0.0,7.71,2.91,0.94,4.9,5.8,1.93,125.5344,9.1236,"2025-01-09 00:00:42.746201+08:00","Cabadbaran"
"2025-01-09 00:00:45+08:00",2.0,340.46,0.0,3.86,52.93,0.8,10.61,11.71,1.9,120.9667,15.4833,"2025-01-09 00:00:45.124772+08:00","Cabanatuan City"
"2025-01-09 00:00:47+08:00",2.0,313.76,0.0,9.08,65.09,9.66,9.59,12.73,1.9,121.1262,14.2726,"2025-01-09 00:00:47.852571+08:00","Cabuyao"
"2025-01-09 00:00:50+08:00",1.0,200.27,0.0,0.66,30.4,0.69,1.94,2.28,0.16,123.2856,10.9506,"2025-01-09 00:00:50.482086+08:00","Cadiz"
"2025-01-09 00:00:53+08:00",2.0,494.0,0.0,12.34,28.61,3.28,13.11,14.9,6.27,124.6472,8.4822,"2025-01-09 00:00:53.101379+08:00","Cagayan de Oro"
"2025-01-09 00:00:55+08:00",2.0,250.34,0.0,5.31,62.23,4.65,7.96,9.31,0.7,120.8133,13.9324,"2025-01-09 00:00:55.377705+08:00","Calaca"
"2025-01-09 00:00:57+08:00",2.0,313.76,0.0,9.08,65.09,9.66,9.59,12.73,1.9,121.1653,14.2117,"2025-01-09 00:00:57.950948+08:00","Calamba"
"2025-01-09 00:01:00+08:00",2.0,250.34,0.0,6.68,63.66,5.01,7.83,8.73,0.28,121.1803,13.4117,"2025-01-09 00:01:00.475014+08:00","Calapan"
"2025-01-09 00:01:02+08:00",1.0,223.64,0.0,0.95,27.9,4.53,3.95,4.51,0.33,124.6,12.0667,"2025-01-09 00:01:02.972646+08:00","Calbayog City"
"2025-01-09 00:01:04+08:00",2.0,377.18,0.0,9.43,55.79,5.19,11.51,15.62,2.6,120.9667,14.65,"2025-01-09 00:01:04.643799+08:00","Caloocan City"
"2025-01-09 00:01:06+08:00",2.0,423.91,0.0,3.77,39.34,1.01,20.64,23.33,4.62,120.4517,17.1947,"2025-01-09 00:01:06.249726+08:00","Candon"
"2025-01-09 00:01:08+08:00",2.0,707.63,1.84,22.96,0.87,3.73,23.21,25.69,19.76,123.1964,10.3864,"2025-01-09 00:01:08.888014+08:00","Canlaon"
"2025-01-09 00:01:10+08:00",1.0,270.37,0.0,4.37,18.24,1.61,5.48,9.46,3.45,123.6402,10.1061,"2025-01-09 00:01:10.691814+08:00","Carcar"
"2025-01-09 00:01:12+08:00",2.0,313.76,0.0,9.08,65.09,9.66,9.59,12.73,1.9,121.0576,14.3132,"2025-01-09 00:01:12.798091+08:00","Carmona"
"2025-01-09 00:01:15+08:00",1.0,208.62,0.0,1.26,17.52,0.81,1.75,2.21,0.9,124.8861,11.7753,"2025-01-09 00:01:15.330291+08:00","Catbalogan"
"2025-01-09 00:01:17+08:00",2.0,534.06,0.0,11.14,32.19,1.94,21.62,26.72,27.87,121.7725,16.9347,"2025-01-09 00:01:18.072358+08:00","Cauayan"
